CST-IBS/CBS;Descrição CST-IBS/CBS;cClassTrib;Nome cClassTrib;Descrição cClassTrib;LC Redação;LC 214/25;Tipo de Alíquota;pRedIBS;pRedCBS;ind_gTribRegular;ind_gCredPresOper;ind_gMonoPadrao;ind_gMonoReten;ind_gMonoRet;ind_gMonoDif;ind_gEstornoCred;dIniVig;dFimVig;DataAtualização;indNFeABI;indNFe;indNFCe;indCTe;indCTeOS;indBPe;indBPeTA;indBPeTM;indNF3e;indNFSe;indNFSe Via;indNFCom;indNFAg;indNFGas;indDERE;ANEXO;Link
200;Alíquota reduzida em 30%;200052;Prestação de serviços de profissões intelectuais;Prestação de serviços das seguintes profissões intelectuais de natureza científica, literária ou artística, submetidas à fiscalização por conselho profissional: administradores, advogados, arquitetos e urbanistas, assistentes sociais, bibliotecários, biólogos, contabilistas, economistas, economistas domésticos, profissionais de educação física, engenheiros e agrônomos, estatísticos, médicos veterinários e zootecnistas, museólogos, químicos, profissionais de relações públicas, técnicos industriais e técnicos agrícolas, observado o art. 127 da Lei Complementar nº 214, de 2025.;"Art. 127. Ficam reduzidas em 30% (trinta por cento) as alíquotas do IBS e da CBS incidentes sobre a prestação de serviços pelos seguintes profissionais, que exercerem atividades intelectuais de natureza científica, literária ou artística, submetidas à fiscalização por conselho profissional: 
 I – administradores;
 II – advogados;
 III – arquitetos e urbanistas;
 IV – assistentes sociais;
 V – bibliotecários;
 VI – biólogos;
 VII – contabilistas;
 VIII – economistas;
 IX – economistas domésticos;
 X – profissionais de educação física;
 XI – engenheiros e agrônomos;
 XII – estatísticos;
 XIII - médicos veterinários e zootecnistas;
 XIV – museólogos;
 XV – químicos;
 XVI – profissionais de relações públicas;
 XVII – técnicos industriais; e
 XVIII – técnicos agrícolas;";Art. 127, I a XVIII;Padrão;30;30;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art127
220;Alíquota fixa;220001;Incorporação imobiliária submetida ao regime especial de tributação;Incorporação imobiliária submetida ao regime especial de tributação, observado o art. 485 da Lei Complementar nº 214, de 2025.;"Art. 485. O contribuinte que realizar incorporação imobiliária submetida ao patrimônio de afetação, nos termos dos artigos 31-A a 31-E da Lei nº 4.591, de 16 de dezembro de 1964, que tenha realizado o pedido de opção pelo regime específico instituído pelo art. 1º e tenha o pedido efetivado nos termos do art. 2º, ambos da Lei Federal nº 10.931 de 2004, antes de 1º de janeiro de 2029, pode optar pelo recolhimento de CBS, da seguinte forma:
 I - a incorporação imobiliária submetida ao regime especial de tributação prevista nos arts. 4º e 8º da Lei Federal nº 10.931/2004 ficará sujeita ao pagamento de CBS em montante equivalente a 2,08% da receita mensal recebida;";Art. 485, I;Fixa;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art485
220;Alíquota fixa;220002;Incorporação imobiliária submetida ao regime especial de tributação;Incorporação imobiliária submetida ao regime especial de tributação, observado o art. 485 da Lei Complementar nº 214, de 2025.;"Art. 485. O contribuinte que realizar incorporação imobiliária submetida ao patrimônio de afetação, nos termos dos artigos 31-A a 31-E da Lei nº 4.591, de 16 de dezembro de 1964, que tenha realizado o pedido de opção pelo regime específico instituído pelo art. 1º e tenha o pedido efetivado nos termos do art. 2º, ambos da Lei Federal nº 10.931 de 2004, antes de 1º de janeiro de 2029, pode optar pelo recolhimento de CBS, da seguinte forma:
 II - a incorporação imobiliária submetida ao regime especial de tributação prevista no § 6º e § 8º do art. 4º e parágrafo único do art. 8º da Lei Federal nº 10.931/2004 ficará sujeita ao pagamento de CBS em montante equivalente a 0,53% da receita mensal recebida.";Art. 485, II;Fixa;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art485
220;Alíquota fixa;220003;Alienação de imóvel decorrente de parcelamento do solo;Alienação de imóvel decorrente de parcelamento do solo, observado o art. 486 da Lei Complementar nº 214, de 2025.;"Art. 486. O contribuinte que realizar alienação de imóvel decorrente de parcelamento do solo, que tenha o pedido de registro do parcelamento, nos termos da Lei Federal nº 6.766, de 19 de dezembro de 1979, efetivado antes de 1º de janeiro de 2029, pode optar pelo recolhimento de CBS com base na receita bruta recebida.
 § 1º As operações sujeitas ao regime de que trata este artigo estarão sujeitas ao pagamento de CBS em montante equivalente a 3,65% da receita bruta recebida.";Art. 486;Fixa;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art486
221;Alíquota fixa proporcional;221001;Locação, cessão onerosa ou arrendamento de bem imóvel com alíquota sobre a receita bruta;Locação, cessão onerosa ou arrendamento de bem imóvel com alíquota sobre a receita bruta, observado o art. 487 da Lei Complementar nº 214, de 2025.;"Art. 487. O contribuinte que realizar locação, cessão onerosa ou arrendamento de bem imóvel decorrente de contratos firmados por prazo determinado poderá optar pelo recolhimento de IBS e CBS com base na receita bruta recebida.
 § 2º As operações sujeitas ao regime de que trata este artigo estarão sujeitas ao pagamento de IBS e CBS em montante equivalente a 3,65% da receita bruta recebida.";Art. 487, § 2º;Fixa;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art487
222;Redução de Base de Cálculo;222001;Transporte internacional de passageiros, caso os trechos de ida e volta sejam vendidos em conjunto;Transporte internacional de passageiros, caso os trechos de ida e volta sejam vendidos em conjunto, a base de cálculo será a metade do valor cobrado, observado o Art. 12 § 8º da Lei Complementar nº 214, de 2025.;Art. 12. § 8º No transporte internacional de passageiros, caso os trechos de ida e volta sejam vendidos em conjunto, a base de cálculo será a metade do valor cobrado.;Art. 12 § 8º;Padrão;0;0;0;0;0;0;0;0;0;01/01/2026;;19/11/2025;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art12
400;Isenção;400001;Fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário;Fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário de caráter urbano, semiurbano e metropolitano, sob regime de autorização, permissão ou concessão pública, observado o art. 157 da Lei Complementar nº 214, de 2025.;Art. 157. Fica isento do IBS e da CBS o fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário de caráter urbano, semiurbano e metropolitano, sob regime de autorização, permissão ou concessão pública.;Art. 157;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art157
410;Imunidade e não incidência;410001;Fornecimento de bonificações quando constem no documento fiscal e que não dependam de evento posterior;Fornecimento de bonificações quando constem do respectivo documento fiscal e que não dependam de evento posterior, observado o art. 5º da Lei Complementar nº 214, de 2025.;"Art. 5º O IBS e a CBS também incidem sobre as seguintes operações:
 II – fornecimento de brindes e bonificações;
 § 1º O disposto no inciso II do caput deste artigo:
 I – não se aplica às bonificações que constem do respectivo documento fiscal e que não dependam de evento posterior;";Art. 5º, § 1º, I;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art5
410;Imunidade e não incidência;410002;Transferências entre estabelecimentos pertencentes ao mesmo contribuinte;Transferências entre estabelecimentos pertencentes ao mesmo contribuinte, observado o art. 6º da Lei Complementar nº 214, de 2025.;"Art. 6º O IBS e a CBS não incidem sobre: 
 II - transferência de bens entre estabelecimentos pertencentes ao mesmo contribuinte, observada a obrigatoriedade de emissão de documento fiscal eletrônico, nos termos do inciso II do § 2º do art. 60 desta Lei Complementar;";Art. 6º, II;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art6
410;Imunidade e não incidência;410003;Doações sem contraprestação em benefício do doador;Doações que não tenham por objeto bens ou serviços que tenham permitido a apropriação de créditos pelo doador, observado o art. 6º da Lei Complementar nº 214, de 2025.;"Art. 6º O IBS e a CBS não incidem sobre:
 VIII – doações sem contraprestação em benefício do doador;";Art. 6º, VIII;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art6
410;Imunidade e não incidência;410004;Exportações de bens e serviços;Exportações de bens e serviços, observado o art. 8º da Lei Complementar nº 214, de 2025.;Art. 8º São imunes ao IBS e à CBS as exportações de bens e de serviços, nos termos do Capítulo V deste Título.;Art. 8º;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art8
410;Imunidade e não incidência;410005;Fornecimentos realizados pela União, pelos Estados, pelo Distrito Federal e pelos Municípios;Fornecimentos realizados pela União, pelos Estados, pelo Distrito Federal e pelos Municípios, observado o art. 9º da Lei Complementar nº 214, de 2025.;"Art. 9º São imunes também ao IBS e à CBS os fornecimentos:
 I – realizados pela União, pelos Estados, pelo Distrito Federal e pelos Municípios;
 § 1º A imunidade prevista no inciso I do caput deste artigo é extensiva às autarquias e às fundações instituídas e mantidas pelo poder público e à empresa pública prestadora de serviço postal, bem como:";Art. 9º, I e § 1º;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e não incidência;410006;Fornecimentos realizados por entidades religiosas e templos de qualquer culto;Fornecimentos realizados por entidades religiosas e templos de qualquer culto, inclusive suas organizações assistenciais e beneficentes, observado o art. 9º da Lei Complementar nº 214, de 2025.;"Art. 9º São imunes também ao IBS e à CBS os fornecimentos:
 II - realizados por entidades religiosas e templos de qualquer culto, inclusive suas organizações assistenciais e beneficentes;";Art. 9º, II;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e não incidência;410007;Fornecimentos realizados por partidos políticos;Fornecimentos realizados por partidos políticos, inclusive suas fundações, entidades sindicais dos trabalhadores e instituições de educação e de assistência social, sem fins lucrativos, observado o art. 9º da Lei Complementar nº 214, de 2025.;"Art. 9º São imunes também ao IBS e à CBS os fornecimentos:
 III - realizados por partidos políticos, inclusive seus institutos e fundações, entidades sindicais dos trabalhadores e instituições de educação e de assistência social, sem fins lucrativos;";Art. 9º, III;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e não incidência;410008;Fornecimentos de livros, jornais, periódicos e do papel destinado a sua impressão;Fornecimentos de livros, jornais, periódicos e do papel destinado a sua impressão, observado o art. 9º da Lei Complementar nº 214, de 2025.;"Art. 9º São imunes também ao IBS e à CBS os fornecimentos:
 IV – de livros, jornais, periódicos e do papel destinado a sua impressão;";Art. 9º, IV;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e não incidência;410009;Fornecimentos de fonogramas e videofonogramas musicais produzidos no Brasil;Fornecimentos de fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros, bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicação industrial de mídias ópticas de leitura a laser, observado o art. 9º da Lei Complementar nº 214, de 2025.;"Art. 9º São imunes também ao IBS e à CBS os fornecimentos:
 V - de fonogramas e videofonogramas musicais produzidos no Brasil contendo obras musicais ou literomusicais de autores brasileiros e/ou obras em geral interpretadas por artistas brasileiros, bem como os suportes materiais ou arquivos digitais que os contenham, salvo na etapa de replicação industrial de mídias ópticas de leitura a laser;";Art. 9º, V;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e não incidência;410010;Fornecimentos de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita;"Fornecimentos de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e 
 gratuita, observado o art. 9º da Lei Complementar nº 214, de 2025.";"Art. 9º São imunes também ao IBS e à CBS os fornecimentos:
 VI - de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita; e";Art. 9º, VI;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e não incidência;410011;Fornecimentos de ouro, quando definido em lei como ativo financeiro ou instrumento cambial;Fornecimentos de ouro, quando definido em lei como ativo financeiro ou instrumento cambial, observado o art. 9º da Lei Complementar nº 214, de 2025.;"Art. 9º São imunes também ao IBS e à CBS os fornecimentos:
 VII - de ouro, quando definido em lei como ativo financeiro ou instrumento cambial.";Art. 9º, VII;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art9
410;Imunidade e não incidência;410012;Fornecimento de condomínio edilício não optante pelo regime regular;Fornecimento de condomínio edilício não optante pelo regime regular, observado o art. 26 da Lei Complementar nº 214, de 2025.;"Art. 26. Não são contribuintes do IBS e da CBS, ressalvado o disposto no
 inciso II do § 1º do art. 156-A da Constituição Federal:
 I – condomínio edilício;
 § 2º Em relação ao condomínio edilício de que trata o inciso I do caput deste artigo:
 I – caso exerça a opção pelo regime regular de que trata o § 1º deste artigo, o IBS e a CBS incidirão sobre todas as taxas e demais valores cobrados pelo condomínio dos seus condôminos e de terceiros; e
 II – caso não exerça a opção pelo regime regular e desde que as taxas e demais valores condominiais cobrados de seus condôminos representem menos de 80% (oitenta por cento) da receita total do condomínio:
 a) ficará sujeito à incidência do IBS e da CBS sobre as operações com bens e com serviços que realizar de acordo com o disposto no inciso I do caput do art. 21 desta Lei Complementar; e
 b) apropriará créditos na proporção da receita decorrente das operações tributadas na forma da alínea “a” deste inciso, em relação à receita total do condomínio.";Art. 26, § 2º, II;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art26
410;Imunidade e não incidência;410013;Exportações de combustíveis;Exportações de combustíveis, observado o art. 98 da Lei Complementar nº 214, de 2025.;Art. 98. Considera-se exportação o fornecimento de combustível ou lubrificante para abastecimento de aeronaves em tráfego internacional e com destino ao exterior.;Art. 98;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art98
410;Imunidade e não incidência;410014;Fornecimento de produtor rural não contribuinte;Fornecimento de produtor rural não contribuinte, observado o art. 164 da Lei Complementar nº 214, de 2025.;Art. 164. O produtor rural pessoa física ou jurídica que auferir receita inferior a R$ 3.600.000,00 (três milhões e seiscentos mil reais) no ano-calendário e o produtor rural integrado não serão considerados contribuintes do IBS e da CBS.;Art. 164;Sem alíquota;0;0;0;1;0;0;0;0;0;01/01/2026;;21/08/2025;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art164
410;Imunidade e não incidência;410015;Fornecimento por transportador autônomo não contribuinte;Fornecimento por transportador autônomo não contribuinte, observado o art. 169 da Lei Complementar nº 214, de 2025.;Art. 169. O contribuinte de IBS e de CBS sujeito ao regime regular poderá apropriar créditos presumidos dos referidos tributos relativos às aquisições de serviço de transporte de carga de transportador autônomo pessoa física que não seja contribuinte dos referidos tributos ou que seja inscrito como MEI.;Art. 169;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;21/08/2025;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art169
410;Imunidade e não incidência;410016;Fornecimento ou aquisição de resíduos sólidos;Fornecimento ou aquisição de resíduos sólidos, observado o art. 170 da Lei Complementar nº 214, de 2025.;Art. 170. O contribuinte de IBS e de CBS sujeito ao regime regular poderá apropriar créditos presumidos dos referidos tributos relativos às aquisições de resíduos sólidos de coletores incentivados para utilização em processo de destinação final ambientalmente adequada.;Art. 170;Sem alíquota;0;0;0;1;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art170
410;Imunidade e não incidência;410017;Aquisição de bem móvel com crédito presumido sob condição de revenda realizada;Aquisição de bem móvel com crédito presumido sob condição de revenda realizada, observado o art. 171 da Lei Complementar nº 214, de 2025.;Art. 171. O contribuinte de IBS e de CBS sujeito ao regime regular poderá apropriar créditos presumidos dos referidos tributos relativos às aquisições, para revenda, de bem móvel usado de pessoa física que não seja contribuinte dos referidos tributos ou que seja inscrita como MEI.;Art. 171;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;21/08/2025;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art171
410;Imunidade e não incidência;410018;Operações relacionadas aos fundos garantidores e executores de políticas públicas;Operações relacionadas aos fundos garantidores e executores de políticas públicas, inclusive de habitação, previstos em lei, assim entendidas os serviços prestados ao fundo pelo seu agente operador e por entidade encarregada da sua administração, observado o art. 213 da Lei Complementar nº 214, de 2025.;Art. 213. Não ficam sujeitas à incidência do IBS e da CBS as operações relacionadas aos demais fundos garantidores e executores de políticas públicas, inclusive de habitação e de desenvolvimento regional, previstos em lei.;Art. 213;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art213
410;Imunidade e não incidência;410019;Exclusão da gorjeta na base de cálculo no fornecimento de alimentação;Exclusão da gorjeta na base de cálculo no fornecimento de alimentação, observado o art. 274 da Lei Complementar nº 214, de 2025.;"Art. 274. A base de cálculo do IBS e da CBS é o valor da operação de fornecimento de alimentação e das bebidas de que trata o § 1o do art. 273 desta Lei Complementar.
 Parágrafo único. Ficam excluídos da base de cálculo: 
 I - a gorjeta incidente no fornecimento de alimentação, desde que: 
 a) seja repassada integralmente ao empregado, sem prejuízo dos valores da gorjeta que forem retidos pelo empregador em virtude de determinação legal; e 
 b) seu valor não exceda a 15% (quinze por cento) do valor total do fornecimento de alimento e bebidas;";Art. 274, I;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art274
410;Imunidade e não incidência;410020;Exclusão do valor de intermediação na base de cálculo no fornecimento de alimentação;Exclusão do valor de intermediação na base de cálculo no fornecimento de alimentação, observado o art. 274 da Lei Complementar nº 214, de 2025.;"Art. 274. A base de cálculo do IBS e da CBS é o valor da operação de fornecimento de alimentação e das bebidas de que trata o § 1º do art. 273 desta Lei Complementar.
 Parágrafo único. Ficam excluídos da base de cálculo:
 II - os valores não repassados aos bares e restaurantes pelo serviço de entrega e intermediação de pedidos de alimentação e bebidas por plataforma digital.";Art. 274, II;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/05/2025;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art274
410;Imunidade e não incidência;410021;Contribuição de que trata o art. 149-A da Constituição Federal;Contribuição de que trata o art. 149-A da Constituição Federal, observado o art. 12 da Lei Complementar nº 214, de 2025.;"Art. 12 § 2º Não integram a base de cálculo do IBS e da CBS:
 VI - a contribuição de que trata o art. 149-A da Constituição Federal.";Art. 12 § 2º;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;11/06/2025;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art12
410;Imunidade e não incidência;410022;Consolidação da propriedade do bem pelo credor;Consolidação da propriedade pelo credor de bens móveis ou imóveis que tenham sido objeto de garantia, observado o art. 200 da Lei Complementar nº 214, de 2025.;"Art. 200. Na alienação de bens móveis ou imóveis que tenham sido objeto de garantia constituída em favor de credor sujeito ao regime específico desta Seção, cuja propriedade tenha sido por ele consolidada ou a ele transmitida em pagamento da dívida, deverá ser observado o seguinte:
 I - a consolidação da propriedade do bem pelo credor não estará sujeita à incidência do IBS e da CBS;";Art. 200, I;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;03/10/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art200
410;Imunidade e não incidência;410023;Alienação de bens móveis ou imóveis que tenham sido objeto de garantia em que o prestador da garantia não seja contribuinte;Alienação de bens móveis ou imóveis que tenham sido objeto de garantia constituída em favor de credor em que o prestador da garantia não seja contribuinte, observado o art. 200 da Lei Complementar nº 214, de 2025.;"Art. 200. Na alienação de bens móveis ou imóveis que tenham sido objeto de garantia constituída em favor de credor sujeito ao regime específico desta Seção, cuja propriedade tenha sido por ele consolidada ou a ele transmitida em pagamento da dívida, deverá ser observado o seguinte:
 II - na alienação do bem pelo credor:
 a) não haverá incidência do IBS e da CBS, se o prestador da garantia não for contribuinte desses tributos;";Art. 200, II, a;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;03/10/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art200
410;Imunidade e não incidência;410024;Consolidação da propriedade do bem pelo grupo de consórcio;Consolidação da propriedade pelo grupo de consórcio de bem que tenha sido objeto de garantia, observado o art. 204 da Lei Complementar nº 214, de 2025.;"Art. 204. Na administração de consórcio de que trata o inciso VII do caput do art. 182 desta Lei Complementar, para fins de determinação da base de cálculo, as receitas dos serviços compreendem todas as tarifas, comissões e taxas, bem como os respectivos encargos, multas e juros, decorrentes de contrato de participação em grupo de consórcio, efetivamente pagas, pelo regime de caixa.
 § 3º Na execução de garantia de consorciado, com recebimento dos valores pelo grupo de consórcio, deverá ser observado o seguinte:
 I - a consolidação da propriedade do bem pelo grupo de consórcio não estará sujeita à incidência do IBS e da CBS;";Art. 204, I;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;03/10/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art204
410;Imunidade e não incidência;410025;Alienação de bem que tenha sido objeto de garantia em que o prestador da garantia não seja contribuinte;Alienação de bem que tenha sido objeto de garantia constituída em favor do grupo de consórcio em que o prestador da garantia não seja contribuinte, observado o art. 204 da Lei Complementar nº 214, de 2025.;"Art. 204. Na administração de consórcio de que trata o inciso VII do caput do art. 182 desta Lei Complementar, para fins de determinação da base de cálculo, as receitas dos serviços compreendem todas as tarifas, comissões e taxas, bem como os respectivos encargos, multas e juros, decorrentes de contrato de participação em grupo de consórcio, efetivamente pagas, pelo regime de caixa.
 § 3º Na execução de garantia de consorciado, com recebimento dos valores pelo grupo de consórcio, deverá ser observado o seguinte:
 II - na alienação do bem pelo grupo de consórcio:
 a) não haverá incidência do IBS e da CBS, se o consorciado não for contribuinte do IBS e da CBS;";Art. 204, II, a;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;03/10/2025;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art204
410;Imunidade e não incidência;410026;Doação com anulação de crédito;Doações sem contraprestação em benefício do doador, com anulação de crédito apropriados pelo doador referente ao fornecimento doado, observado o art. 6º da Lei Complementar nº 214, de 2025.;"Art. 6º O IBS e a CBS não incidem sobre:
 VIII - doações sem contraprestação em benefício do doador;
 § 2º Caso as doações de que trata o inciso VIII do caput deste artigo tenham por objeto bens ou serviços que tenham permitido a apropriação de créditos pelo doador, inclusive na produção:
 II - por opção do contribuinte, os créditos serão anulados.";Art. 6º;Sem alíquota;0;0;0;0;0;0;0;0;1;01/01/2026;;03/10/2025;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art6
410;Imunidade e não incidência;410027;Exportação de serviço ou de bem imaterial;Serviços vinculados direta e exclusivamente à exportação de bens materiais ou associados à entrega no exterior de bens materiais, considerados exportação de serviços ou de bem imaterial, observado o art. 6º da Lei Complementar nº 214, de 2025.;"Art. 80. Para fins do disposto no art. 79 desta Lei Complementar, considera-se exportação de serviço ou de bem imaterial, inclusive direitos, o fornecimento para residente ou domiciliado no exterior e consumo no exterior.
 II - a prestação dos seguintes serviços, desde que vinculados direta e exclusivamente à exportação de bens materiais ou associados à entrega no exterior de bens materiais:
 a) intermediação na distribuição de mercadorias no exterior (comissão de agente);
 b) seguro de cargas;
 c) despacho aduaneiro;
 d) armazenagem de mercadorias;
 e) transporte rodoviário, ferroviário, aéreo, aquaviário ou multimodal de cargas;
 f) manuseio de cargas;
 g) manuseio de contêineres;
 h) unitização ou desunitização de cargas;
 i) consolidação ou desconsolidação documental de cargas;
 j) agenciamento de transporte de cargas;
 k) remessas expressas;
 l) pesagem e medição de cargas;
 m) refrigeração de cargas;
 n) arrendamento mercantil operacional ou locação de contêineres;
 o) instalação e montagem de mercadorias exportadas; e
 p) treinamento para uso de mercadorias exportadas.";Art. 80 II;Sem alíquota;0;0;0;0;0;0;0;0;0;01/01/2026;;19/11/2025;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art80
